;accumulated_codon_frequencies;padj;log2FoldChange.shrunk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF107;0.21922626;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LYRM7;0.219047619;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENPK;0.218518519;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PIGBOS1;0.218181818;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DEK;0.218085106;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FAM204A;0.217948718;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TCEAL7;0.217821782;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TMSB15A;0.217391304;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TMSB15B;0.217391304;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CWC15;0.217391304;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TMSB15C;0.217391304;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CCDC30;0.217252396;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IQCM;0.217131474;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CEP15;0.217054264;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SET;0.216494845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF519;0.216266174;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FRG1;0.216216216;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C14orf39;0.215986395;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PRPF38B;0.215722121;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF595;0.215716487;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ENY2;0.215686275;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CWF19L2;0.215642458;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SYCP3;0.215189873;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SHTN1;0.215189873;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C6orf163;0.215151515;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KTN1;0.215022091;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
YEATS4;0.214912281;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SMC4;0.214895268;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SYCP2;0.214892227;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PDCL2;0.214876033;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CNTLN;0.21464108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HMHB1;0.214285714;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LRRIQ1;0.214161346;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TMCO5A;0.213973799;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF681;0.213622291;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LYRM2;0.213483146;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DYDC1;0.213483146;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF728;0.213483146;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HOATZ;0.21319797;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CEP55;0.212903226;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZC3H13;0.212702217;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EIF3J;0.212355212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GOLGB1;0.212269939;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WBP4;0.212201592;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CEP63;0.212184874;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LIN7C;0.212121212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENPQ;0.211895911;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C8orf88;0.211864407;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CCDC144A;0.211781206;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RAD50;0.211728865;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LCA5L;0.211624441;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KRCC1;0.211538462;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ANKRD18A;0.211480363;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF91;0.211409396;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SCOC;0.211382114;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
L1TD1;0.211316397;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CEP112;0.211297071;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ANKRD30A;0.211015737;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUB1;0.2109375;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NKAPD1;0.210884354;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZFP37;0.210776545;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZC3H15;0.210772834;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ANKRD36B;0.210487445;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EBAG9;0.210280374;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ANKRD20A1;0.209951456;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
THOC7;0.209756098;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SMC6;0.20970696;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SRFBP1;0.209302326;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CTAGE1;0.209115282;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HMGA2;0.209090909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DR1;0.209039548;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF429;0.208888889;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RBM34;0.208816705;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ETFRF1;0.208791209;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF718;0.208768267;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENPF;0.208667737;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF714;0.208633094;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF682;0.208416834;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF14;0.208398134;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MAP7D3;0.208381839;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PRPF4B;0.208333333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ANKRD18B;0.208258528;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UACA;0.208186309;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ANKRD62;0.208061002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GOLIM4;0.208034433;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RBIS;0.207920792;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TAF1D;0.207885305;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PKIA;0.207792208;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
U2SURP;0.20776699;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF680;0.207156309;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF676;0.20713073;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CYLC1;0.207055215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRIQK;0.206896552;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
STX19;0.206779661;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LNP1;0.206703911;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C16orf87;0.206451613;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PDCD5;0.206349206;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CXCL9;0.206349206;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF723;0.206225681;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PNN;0.206128134;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LUC7L2;0.20610687;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CEP57L1;0.206073753;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF254;0.206060606;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HOOK1;0.205761317;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DNAJC28;0.205655527;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SMNDC1;0.205020921;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RB1CC1;0.205015674;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RWDD1;0.204918033;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SGO1;0.204778157;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GMNN;0.204761905;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF486;0.204741379;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TPR;0.204737733;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UTP11;0.204724409;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SLK;0.204692557;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ANP32E;0.204460967;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NAP1L1;0.204081633;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ANGPTL3;0.203904555;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CFAP53;0.203883495;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SMC1B;0.203883495;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ANKRD36C;0.203773585;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF721;0.203463203;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
POLR2K;0.203389831;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF724;0.203225806;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FAM81B;0.203090508;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SMC2;0.202838063;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF791;0.202772964;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF431;0.202772964;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RPAP3;0.202702703;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TXNDC9;0.202643172;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CCDC169;0.202479339;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CAGE1;0.202380952;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
OFD1;0.2023692;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SMC5;0.202359347;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CCDC66;0.20231823;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ACBD7;0.202247191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C1orf141;0.201995012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SPZ1;0.201856148;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PAGE3;0.201754386;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NEK1;0.201747419;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BAZ1A;0.201669878;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENPH;0.201612903;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TNIP3;0.201591512;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ROCK1;0.201476015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MS4A14;0.201470588;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF101;0.201372998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IFT74;0.201331115;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ANKRD30B;0.201179554;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FSIP1;0.201030928;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RUFY2;0.200988468;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SLTM;0.200966184;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AKAP5;0.200934579;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF709;0.200934579;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NDC80;0.200622084;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF391;0.200557103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CCDC150;0.200544465;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF626;0.200378072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF708;0.20035461;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF540;0.200317965;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SDCCAG8;0.200280112;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
XRCC4;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF273;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
GNGT1;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DTWD1;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CFDP1;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF479;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S100G;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TAF13;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARID4A;0.199523052;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZRANB2;0.19939577;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CCDC125;0.19921875;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SPINK5;0.199061033;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF679;0.199029126;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HESX1;0.198924731;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TSGA10;0.198855508;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UBE2V1;0.198830409;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MPHOSPH6;0.198757764;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLX4;0.198757764;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NME8;0.198641766;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FILIP1;0.198641766;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZBBX;0.198501873;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RASSF8;0.198473282;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TFAM;0.198380567;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SCG3;0.198294243;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARID4B;0.19804401;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CWC22;0.198019802;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF569;0.197962154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF732;0.197952218;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF430;0.197898424;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PPP1R12A;0.197866149;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
COX19;0.197802198;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF506;0.197752809;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SH3BGR;0.197740113;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CKAP2;0.197657394;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HOOK3;0.197496523;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TMF1;0.197440585;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF722;0.197402597;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF420;0.197392924;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF492;0.197368421;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CNTRL;0.19733448;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF138;0.197278912;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIF15;0.197264219;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZCRB1;0.197247706;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C1D;0.197183099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DEFB107B;0.197183099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DEFB107A;0.197183099;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SNX16;0.197101449;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TSBP1;0.196808511;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FAM161A;0.19667171;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BLOC1S6;0.196531792;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CLGN;0.196399345;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CSPP1;0.196399345;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ANKRD36;0.196242171;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SMC3;0.196223317;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TAX1BP1;0.196202532;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ESCO1;0.196195006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AK9;0.196129707;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CRIPT;0.196078431;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUMO1;0.196078431;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DENR;0.195979899;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENPU;0.195704057;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NAA16;0.195375723;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IFT20;0.194968553;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TCEAL8;0.194915254;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF267;0.194892473;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DNAAF11;0.194860814;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BCAP29;0.194842407;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIF27;0.194721826;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SASS6;0.194528875;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DAPL1;0.194444444;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
UQCC6;0.194444444;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SMIM31;0.194444444;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CDC5L;0.194271482;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LUZP4;0.194267516;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MBIP;0.194202899;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PAGE4;0.194174757;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF354B;0.194127243;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CEP126;0.194096601;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF439;0.194059406;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF253;0.194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF727;0.194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF736;0.193925234;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BDP1;0.193904762;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KRR1;0.193717277;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIAA1143;0.193548387;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
XPA;0.193430657;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CCDC192;0.193430657;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ATP6V1G3;0.193277311;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BCLAF1;0.193268187;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HTATSF1;0.193121693;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF655;0.193089431;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KIF5B;0.192946058;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CEP70;0.192825112;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CTAGE6;0.192802057;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DSTN;0.192771084;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DEFB113;0.192771084;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CEP152;0.192749245;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
BBOF1;0.19245283;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MIS18BP1;0.192409532;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PRM1;0.192307692;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MRPS36;0.192307692;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FILIP1L;0.192275399;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SERPINI2;0.192118227;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PPP1R2C;0.192118227;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SREK1;0.192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF571;0.191803279;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DEFB104B;0.191780822;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DEFB104A;0.191780822;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CCDC168;0.191612539;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF716;0.191532258;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CTAGE9;0.19151671;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CTAGE15;0.19151671;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CTAGE8;0.19151671;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NUF2;0.191397849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF564;0.19133574;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF735;0.191283293;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
TRMT10A;0.191176471;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF700;0.191117093;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CCDC83;0.191011236;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SPA17;0.190789474;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LMOD3;0.190730838;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ARL6;0.190721649;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOP58;0.190566038;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RNF168;0.190559441;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C15orf48;0.19047619;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DEFB110;0.19047619;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MIA2;0.190414508;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZFP30;0.190384615;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SGO2;0.190363349;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ATAD5;0.190243902;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CEP295;0.190238278;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CTAGE4;0.190231362;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
C11orf58;0.190217391;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF93;0.190016103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RSF1;0.19001387;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SCAF11;0.18989071;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ZNF471;0.189792663;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FNBP1L;0.189768977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
